"Notes"	"Region"	"Region Code"	"Month Day, Year"	"Month Day, Year Code"	Avg Daily Max Air Temperature (F)	Avg Daily Min Air Temperature (F)	Avg Daily Max Heat Index (F)
	"Census Region 3: South"	"CENS-R3"	"Sep 10, 1981"	"1981/09/10"	81.92	58.01	86.10
	"Census Region 3: South"	"CENS-R3"	"Sep 11, 1981"	"1981/09/11"	85.77	61.80	89.55
	"Census Region 3: South"	"CENS-R3"	"Sep 12, 1981"	"1981/09/12"	86.64	67.69	91.06
	"Census Region 3: South"	"CENS-R3"	"Sep 13, 1981"	"1981/09/13"	85.91	70.05	90.85
	"Census Region 3: South"	"CENS-R3"	"Sep 14, 1981"	"1981/09/14"	83.34	71.27	88.92
	"Census Region 3: South"	"CENS-R3"	"Sep 15, 1981"	"1981/09/15"	79.86	68.18	90.07
	"Census Region 3: South"	"CENS-R3"	"Sep 16, 1981"	"1981/09/16"	77.28	61.42	89.27
	"Census Region 3: South"	"CENS-R3"	"Sep 17, 1981"	"1981/09/17"	69.28	54.80	82.44
	"Census Region 3: South"	"CENS-R3"	"Sep 18, 1981"	"1981/09/18"	65.19	50.51	Missing
	"Census Region 3: South"	"CENS-R3"	"Sep 19, 1981"	"1981/09/19"	71.51	49.58	Missing
	"Census Region 3: South"	"CENS-R3"	"Sep 20, 1981"	"1981/09/20"	77.33	51.60	81.30
	"Census Region 3: South"	"CENS-R3"	"Sep 21, 1981"	"1981/09/21"	80.52	57.44	87.19
	"Census Region 3: South"	"CENS-R3"	"Sep 22, 1981"	"1981/09/22"	82.58	60.09	89.38
	"Census Region 3: South"	"CENS-R3"	"Sep 23, 1981"	"1981/09/23"	76.19	55.66	92.60
	"Census Region 3: South"	"CENS-R3"	"Sep 24, 1981"	"1981/09/24"	78.96	55.14	94.07
	"Census Region 3: South"	"CENS-R3"	"Sep 25, 1981"	"1981/09/25"	82.19	58.13	89.83
	"Census Region 3: South"	"CENS-R3"	"Sep 26, 1981"	"1981/09/26"	84.37	63.98	90.39
	"Census Region 3: South"	"CENS-R3"	"Sep 27, 1981"	"1981/09/27"	84.84	63.32	88.88
	"Census Region 3: South"	"CENS-R3"	"Sep 28, 1981"	"1981/09/28"	77.71	59.47	93.57
	"Census Region 3: South"	"CENS-R3"	"Sep 29, 1981"	"1981/09/29"	80.32	58.01	93.05
	"Census Region 3: South"	"CENS-R3"	"Sep 30, 1981"	"1981/09/30"	84.22	60.50	90.02
	"Census Region 3: South"	"CENS-R3"	"Oct 01, 1981"	"1981/10/01"	83.36	62.60	89.17
	"Census Region 3: South"	"CENS-R3"	"Oct 02, 1981"	"1981/10/02"	70.27	52.92	87.09
	"Census Region 3: South"	"CENS-R3"	"Oct 03, 1981"	"1981/10/03"	70.03	47.88	83.61
	"Census Region 3: South"	"CENS-R3"	"Oct 04, 1981"	"1981/10/04"	75.39	53.54	93.15
	"Census Region 3: South"	"CENS-R3"	"Oct 05, 1981"	"1981/10/05"	82.05	63.78	92.34
	"Census Region 3: South"	"CENS-R3"	"Oct 06, 1981"	"1981/10/06"	78.83	61.61	90.81
	"Census Region 3: South"	"CENS-R3"	"Oct 07, 1981"	"1981/10/07"	67.25	53.95	86.12
	"Census Region 3: South"	"CENS-R3"	"Oct 08, 1981"	"1981/10/08"	64.51	49.27	Missing
	"Census Region 3: South"	"CENS-R3"	"Oct 09, 1981"	"1981/10/09"	71.25	50.66	90.64
	"Census Region 3: South"	"CENS-R3"	"Oct 10, 1981"	"1981/10/10"	75.34	60.53	92.39
	"Census Region 3: South"	"CENS-R3"	"Oct 11, 1981"	"1981/10/11"	74.32	61.59	88.96
	"Census Region 3: South"	"CENS-R3"	"Oct 12, 1981"	"1981/10/12"	74.73	61.96	91.74
	"Census Region 3: South"	"CENS-R3"	"Oct 13, 1981"	"1981/10/13"	75.49	60.98	88.68
	"Census Region 3: South"	"CENS-R3"	"Oct 14, 1981"	"1981/10/14"	73.07	57.91	87.45
	"Census Region 3: South"	"CENS-R3"	"Oct 15, 1981"	"1981/10/15"	73.95	61.42	85.52
	"Census Region 3: South"	"CENS-R3"	"Oct 16, 1981"	"1981/10/16"	76.31	61.08	89.00
	"Census Region 3: South"	"CENS-R3"	"Oct 17, 1981"	"1981/10/17"	75.55	60.11	91.13
	"Census Region 3: South"	"CENS-R3"	"Oct 18, 1981"	"1981/10/18"	69.11	47.57	83.17
	"Census Region 3: South"	"CENS-R3"	"Oct 19, 1981"	"1981/10/19"	58.76	40.37	Missing
	"Census Region 3: South"	"CENS-R3"	"Oct 20, 1981"	"1981/10/20"	67.57	38.73	Missing
	"Census Region 3: South"	"CENS-R3"	"Oct 21, 1981"	"1981/10/21"	71.00	47.21	80.97
	"Census Region 3: South"	"CENS-R3"	"Oct 22, 1981"	"1981/10/22"	69.30	54.96	85.04
	"Census Region 3: South"	"CENS-R3"	"Oct 23, 1981"	"1981/10/23"	59.09	40.36	Missing
	"Census Region 3: South"	"CENS-R3"	"Oct 24, 1981"	"1981/10/24"	52.83	34.34	Missing
	"Census Region 3: South"	"CENS-R3"	"Oct 25, 1981"	"1981/10/25"	62.26	41.72	83.40
	"Census Region 3: South"	"CENS-R3"	"Oct 26, 1981"	"1981/10/26"	63.22	50.68	81.34
	"Census Region 3: South"	"CENS-R3"	"Oct 27, 1981"	"1981/10/27"	63.19	47.86	Missing
	"Census Region 3: South"	"CENS-R3"	"Oct 28, 1981"	"1981/10/28"	67.42	45.45	Missing
	"Census Region 3: South"	"CENS-R3"	"Oct 29, 1981"	"1981/10/29"	70.72	47.35	Missing
	"Census Region 3: South"	"CENS-R3"	"Oct 30, 1981"	"1981/10/30"	73.92	51.09	82.71
	"Census Region 3: South"	"CENS-R3"	"Oct 31, 1981"	"1981/10/31"	73.55	55.35	85.11
	"Census Region 3: South"	"CENS-R3"	"Nov 01, 1981"	"1981/11/01"	70.57	57.22	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 02, 1981"	"1981/11/02"	72.52	56.55	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 03, 1981"	"1981/11/03"	73.25	56.68	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 04, 1981"	"1981/11/04"	74.62	57.42	81.26
	"Census Region 3: South"	"CENS-R3"	"Nov 05, 1981"	"1981/11/05"	73.08	55.11	82.80
	"Census Region 3: South"	"CENS-R3"	"Nov 06, 1981"	"1981/11/06"	64.45	46.34	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 07, 1981"	"1981/11/07"	60.16	40.45	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 08, 1981"	"1981/11/08"	66.80	40.82	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 09, 1981"	"1981/11/09"	63.65	49.33	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 10, 1981"	"1981/11/10"	61.58	43.99	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 11, 1981"	"1981/11/11"	61.53	40.37	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 12, 1981"	"1981/11/12"	61.29	37.67	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 13, 1981"	"1981/11/13"	62.12	38.96	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 14, 1981"	"1981/11/14"	65.40	41.70	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 15, 1981"	"1981/11/15"	67.50	44.57	80.95
	"Census Region 3: South"	"CENS-R3"	"Nov 16, 1981"	"1981/11/16"	65.23	48.92	82.20
	"Census Region 3: South"	"CENS-R3"	"Nov 17, 1981"	"1981/11/17"	67.14	46.53	80.64
	"Census Region 3: South"	"CENS-R3"	"Nov 18, 1981"	"1981/11/18"	69.17	45.71	82.32
	"Census Region 3: South"	"CENS-R3"	"Nov 19, 1981"	"1981/11/19"	72.23	45.62	84.14
	"Census Region 3: South"	"CENS-R3"	"Nov 20, 1981"	"1981/11/20"	54.67	35.34	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 21, 1981"	"1981/11/21"	47.19	29.91	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 22, 1981"	"1981/11/22"	52.27	30.79	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 23, 1981"	"1981/11/23"	59.70	38.50	81.82
	"Census Region 3: South"	"CENS-R3"	"Nov 24, 1981"	"1981/11/24"	57.75	43.06	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 25, 1981"	"1981/11/25"	62.02	39.34	81.38
	"Census Region 3: South"	"CENS-R3"	"Nov 26, 1981"	"1981/11/26"	70.43	48.99	83.50
	"Census Region 3: South"	"CENS-R3"	"Nov 27, 1981"	"1981/11/27"	64.20	47.38	83.37
	"Census Region 3: South"	"CENS-R3"	"Nov 28, 1981"	"1981/11/28"	56.61	44.50	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 29, 1981"	"1981/11/29"	57.30	45.29	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 30, 1981"	"1981/11/30"	59.53	44.08	82.40
	"Census Region 3: South"	"CENS-R3"	"Dec 01, 1981"	"1981/12/01"	61.29	41.01	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 02, 1981"	"1981/12/02"	54.65	38.62	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 03, 1981"	"1981/12/03"	59.44	38.64	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 04, 1981"	"1981/12/04"	50.55	36.49	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 05, 1981"	"1981/12/05"	48.93	31.71	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 06, 1981"	"1981/12/06"	53.01	34.52	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 07, 1981"	"1981/12/07"	62.62	42.54	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 08, 1981"	"1981/12/08"	59.45	40.91	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 09, 1981"	"1981/12/09"	49.39	34.18	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 10, 1981"	"1981/12/10"	44.77	30.42	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 11, 1981"	"1981/12/11"	47.35	31.86	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 12, 1981"	"1981/12/12"	47.98	32.31	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 13, 1981"	"1981/12/13"	52.14	31.84	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 14, 1981"	"1981/12/14"	46.69	38.19	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 15, 1981"	"1981/12/15"	44.38	36.53	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 16, 1981"	"1981/12/16"	49.18	31.67	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 17, 1981"	"1981/12/17"	47.26	29.99	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 18, 1981"	"1981/12/18"	32.21	21.39	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 19, 1981"	"1981/12/19"	30.21	16.02	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 20, 1981"	"1981/12/20"	34.81	16.62	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 21, 1981"	"1981/12/21"	50.17	30.07	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 22, 1981"	"1981/12/22"	58.60	44.10	82.51
	"Census Region 3: South"	"CENS-R3"	"Dec 23, 1981"	"1981/12/23"	50.07	35.00	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 24, 1981"	"1981/12/24"	42.83	32.42	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 25, 1981"	"1981/12/25"	47.56	31.75	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 26, 1981"	"1981/12/26"	54.36	35.17	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 27, 1981"	"1981/12/27"	53.08	37.86	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 28, 1981"	"1981/12/28"	57.98	39.92	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 29, 1981"	"1981/12/29"	46.31	33.17	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 30, 1981"	"1981/12/30"	49.32	30.51	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 31, 1981"	"1981/12/31"	53.90	38.76	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 01, 1982"	"1982/01/01"	51.93	37.82	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 02, 1982"	"1982/01/02"	57.44	38.55	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 03, 1982"	"1982/01/03"	63.77	49.48	84.15
	"Census Region 3: South"	"CENS-R3"	"Jan 04, 1982"	"1982/01/04"	57.83	34.91	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 05, 1982"	"1982/01/05"	53.88	31.70	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 06, 1982"	"1982/01/06"	64.05	43.02	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 07, 1982"	"1982/01/07"	55.05	30.56	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 08, 1982"	"1982/01/08"	39.29	24.91	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 09, 1982"	"1982/01/09"	40.25	18.67	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 10, 1982"	"1982/01/10"	21.83	4.16	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 11, 1982"	"1982/01/11"	18.90	2.57	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 12, 1982"	"1982/01/12"	31.44	15.66	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 13, 1982"	"1982/01/13"	32.06	22.16	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 14, 1982"	"1982/01/14"	28.52	17.51	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 15, 1982"	"1982/01/15"	40.96	20.14	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 16, 1982"	"1982/01/16"	39.26	7.24	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 17, 1982"	"1982/01/17"	24.61	3.46	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 18, 1982"	"1982/01/18"	48.31	18.26	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 19, 1982"	"1982/01/19"	55.15	38.19	82.09
	"Census Region 3: South"	"CENS-R3"	"Jan 20, 1982"	"1982/01/20"	57.58	42.05	82.69
	"Census Region 3: South"	"CENS-R3"	"Jan 21, 1982"	"1982/01/21"	55.88	43.91	82.04
	"Census Region 3: South"	"CENS-R3"	"Jan 22, 1982"	"1982/01/22"	57.70	42.27	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 23, 1982"	"1982/01/23"	54.58	30.79	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 24, 1982"	"1982/01/24"	41.26	24.43	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 25, 1982"	"1982/01/25"	48.87	26.53	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 26, 1982"	"1982/01/26"	35.94	21.50	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 27, 1982"	"1982/01/27"	48.24	21.13	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 28, 1982"	"1982/01/28"	54.44	36.72	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 29, 1982"	"1982/01/29"	56.30	38.35	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 30, 1982"	"1982/01/30"	60.09	45.37	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 31, 1982"	"1982/01/31"	54.10	31.86	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 01, 1982"	"1982/02/01"	45.78	27.77	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 02, 1982"	"1982/02/02"	49.40	33.70	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 03, 1982"	"1982/02/03"	50.05	36.81	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 04, 1982"	"1982/02/04"	43.91	31.42	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 05, 1982"	"1982/02/05"	46.87	31.39	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 06, 1982"	"1982/02/06"	35.28	22.24	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 07, 1982"	"1982/02/07"	37.63	19.74	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 08, 1982"	"1982/02/08"	48.43	30.31	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 09, 1982"	"1982/02/09"	44.78	23.38	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 10, 1982"	"1982/02/10"	35.74	17.21	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 11, 1982"	"1982/02/11"	44.67	28.49	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 12, 1982"	"1982/02/12"	46.05	30.08	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 13, 1982"	"1982/02/13"	41.64	27.58	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 14, 1982"	"1982/02/14"	51.38	28.66	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 15, 1982"	"1982/02/15"	57.49	41.86	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 16, 1982"	"1982/02/16"	62.95	47.87	82.42
	"Census Region 3: South"	"CENS-R3"	"Feb 17, 1982"	"1982/02/17"	62.54	46.03	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 18, 1982"	"1982/02/18"	62.44	45.92	81.91
	"Census Region 3: South"	"CENS-R3"	"Feb 19, 1982"	"1982/02/19"	57.67	42.18	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 20, 1982"	"1982/02/20"	63.88	41.66	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 21, 1982"	"1982/02/21"	58.13	40.34	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 22, 1982"	"1982/02/22"	59.52	38.67	79.89
	"Census Region 3: South"	"CENS-R3"	"Feb 23, 1982"	"1982/02/23"	68.25	40.25	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 24, 1982"	"1982/02/24"	64.05	42.13	81.03
	"Census Region 3: South"	"CENS-R3"	"Feb 25, 1982"	"1982/02/25"	48.84	33.40	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 26, 1982"	"1982/02/26"	44.19	30.11	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 27, 1982"	"1982/02/27"	47.02	34.12	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 28, 1982"	"1982/02/28"	50.71	36.28	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 01, 1982"	"1982/03/01"	55.04	40.58	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 02, 1982"	"1982/03/02"	61.50	38.13	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 03, 1982"	"1982/03/03"	58.73	42.31	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 04, 1982"	"1982/03/04"	66.73	44.74	81.67
	"Census Region 3: South"	"CENS-R3"	"Mar 05, 1982"	"1982/03/05"	56.04	40.37	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 06, 1982"	"1982/03/06"	44.31	34.65	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 07, 1982"	"1982/03/07"	42.18	28.04	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 08, 1982"	"1982/03/08"	48.45	24.87	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 09, 1982"	"1982/03/09"	53.75	33.98	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 10, 1982"	"1982/03/10"	60.56	41.08	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 11, 1982"	"1982/03/11"	68.70	49.21	82.35
	"Census Region 3: South"	"CENS-R3"	"Mar 12, 1982"	"1982/03/12"	74.34	53.20	86.35
	"Census Region 3: South"	"CENS-R3"	"Mar 13, 1982"	"1982/03/13"	71.60	51.74	87.21
	"Census Region 3: South"	"CENS-R3"	"Mar 14, 1982"	"1982/03/14"	65.60	49.21	85.68
	"Census Region 3: South"	"CENS-R3"	"Mar 15, 1982"	"1982/03/15"	70.14	52.79	86.97
	"Census Region 3: South"	"CENS-R3"	"Mar 16, 1982"	"1982/03/16"	75.16	56.88	89.21
	"Census Region 3: South"	"CENS-R3"	"Mar 17, 1982"	"1982/03/17"	77.31	57.22	91.77
	"Census Region 3: South"	"CENS-R3"	"Mar 18, 1982"	"1982/03/18"	77.20	54.25	90.32
	"Census Region 3: South"	"CENS-R3"	"Mar 19, 1982"	"1982/03/19"	75.43	57.56	87.96
	"Census Region 3: South"	"CENS-R3"	"Mar 20, 1982"	"1982/03/20"	77.00	59.35	88.28
	"Census Region 3: South"	"CENS-R3"	"Mar 21, 1982"	"1982/03/21"	69.63	47.39	84.68
	"Census Region 3: South"	"CENS-R3"	"Mar 22, 1982"	"1982/03/22"	55.86	43.01	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 23, 1982"	"1982/03/23"	58.08	44.26	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 24, 1982"	"1982/03/24"	68.70	47.08	81.54
	"Census Region 3: South"	"CENS-R3"	"Mar 25, 1982"	"1982/03/25"	67.89	45.63	82.59
	"Census Region 3: South"	"CENS-R3"	"Mar 26, 1982"	"1982/03/26"	49.88	36.98	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 27, 1982"	"1982/03/27"	41.95	34.53	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 28, 1982"	"1982/03/28"	48.65	32.51	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 29, 1982"	"1982/03/29"	61.69	37.90	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 30, 1982"	"1982/03/30"	71.15	51.78	84.47
	"Census Region 3: South"	"CENS-R3"	"Mar 31, 1982"	"1982/03/31"	75.08	55.26	88.00
	"Census Region 3: South"	"CENS-R3"	"Apr 01, 1982"	"1982/04/01"	74.12	52.77	88.22
	"Census Region 3: South"	"CENS-R3"	"Apr 02, 1982"	"1982/04/02"	71.82	54.16	86.51
	"Census Region 3: South"	"CENS-R3"	"Apr 03, 1982"	"1982/04/03"	67.36	44.08	Missing
	"Census Region 3: South"	"CENS-R3"	"Apr 04, 1982"	"1982/04/04"	60.67	39.22	Missing
	"Census Region 3: South"	"CENS-R3"	"Apr 05, 1982"	"1982/04/05"	66.89	42.44	91.54
	"Census Region 3: South"	"CENS-R3"	"Apr 06, 1982"	"1982/04/06"	49.69	32.53	Missing
	"Census Region 3: South"	"CENS-R3"	"Apr 07, 1982"	"1982/04/07"	52.29	29.03	Missing
	"Census Region 3: South"	"CENS-R3"	"Apr 08, 1982"	"1982/04/08"	60.26	41.96	88.06
	"Census Region 3: South"	"CENS-R3"	"Apr 09, 1982"	"1982/04/09"	52.11	38.04	Missing
	"Census Region 3: South"	"CENS-R3"	"Apr 10, 1982"	"1982/04/10"	53.22	37.10	Missing
	"Census Region 3: South"	"CENS-R3"	"Apr 11, 1982"	"1982/04/11"	61.80	37.85	Missing
	"Census Region 3: South"	"CENS-R3"	"Apr 12, 1982"	"1982/04/12"	69.31	41.72	80.92
	"Census Region 3: South"	"CENS-R3"	"Apr 13, 1982"	"1982/04/13"	76.14	53.44	88.73
	"Census Region 3: South"	"CENS-R3"	"Apr 14, 1982"	"1982/04/14"	74.50	53.09	90.45
	"Census Region 3: South"	"CENS-R3"	"Apr 15, 1982"	"1982/04/15"	79.40	54.00	88.95
	"Census Region 3: South"	"CENS-R3"	"Apr 16, 1982"	"1982/04/16"	77.75	61.65	93.50
	"Census Region 3: South"	"CENS-R3"	"Apr 17, 1982"	"1982/04/17"	75.82	54.40	87.86
	"Census Region 3: South"	"CENS-R3"	"Apr 18, 1982"	"1982/04/18"	69.32	48.38	84.18
	"Census Region 3: South"	"CENS-R3"	"Apr 19, 1982"	"1982/04/19"	71.36	55.95	91.87
	"Census Region 3: South"	"CENS-R3"	"Apr 20, 1982"	"1982/04/20"	74.11	55.85	86.95
	"Census Region 3: South"	"CENS-R3"	"Apr 21, 1982"	"1982/04/21"	60.55	47.13	Missing
	"Census Region 3: South"	"CENS-R3"	"Apr 22, 1982"	"1982/04/22"	57.81	42.91	Missing
	"Census Region 3: South"	"CENS-R3"	"Apr 23, 1982"	"1982/04/23"	63.06	41.20	Missing
	"Census Region 3: South"	"CENS-R3"	"Apr 24, 1982"	"1982/04/24"	65.49	44.21	Missing
	"Census Region 3: South"	"CENS-R3"	"Apr 25, 1982"	"1982/04/25"	67.78	51.02	83.12
	"Census Region 3: South"	"CENS-R3"	"Apr 26, 1982"	"1982/04/26"	73.29	55.71	84.63
	"Census Region 3: South"	"CENS-R3"	"Apr 27, 1982"	"1982/04/27"	70.25	52.23	81.30
	"Census Region 3: South"	"CENS-R3"	"Apr 28, 1982"	"1982/04/28"	66.93	48.79	Missing
	"Census Region 3: South"	"CENS-R3"	"Apr 29, 1982"	"1982/04/29"	71.50	49.63	81.99
	"Census Region 3: South"	"CENS-R3"	"Apr 30, 1982"	"1982/04/30"	72.26	56.09	82.04
	"Census Region 3: South"	"CENS-R3"	"May 01, 1982"	"1982/05/01"	72.59	58.60	Missing
	"Census Region 3: South"	"CENS-R3"	"May 02, 1982"	"1982/05/02"	73.94	60.91	82.09
	"Census Region 3: South"	"CENS-R3"	"May 03, 1982"	"1982/05/03"	75.32	60.67	82.27
	"Census Region 3: South"	"CENS-R3"	"May 04, 1982"	"1982/05/04"	77.40	58.18	84.46
	"Census Region 3: South"	"CENS-R3"	"May 05, 1982"	"1982/05/05"	79.61	56.24	83.47
	"Census Region 3: South"	"CENS-R3"	"May 06, 1982"	"1982/05/06"	78.85	58.94	82.13
	"Census Region 3: South"	"CENS-R3"	"May 07, 1982"	"1982/05/07"	71.60	56.60	81.67
	"Census Region 3: South"	"CENS-R3"	"May 08, 1982"	"1982/05/08"	71.63	52.70	Missing
	"Census Region 3: South"	"CENS-R3"	"May 09, 1982"	"1982/05/09"	75.47	53.15	80.22
	"Census Region 3: South"	"CENS-R3"	"May 10, 1982"	"1982/05/10"	77.60	54.92	82.66
	"Census Region 3: South"	"CENS-R3"	"May 11, 1982"	"1982/05/11"	79.92	56.47	84.88
	"Census Region 3: South"	"CENS-R3"	"May 12, 1982"	"1982/05/12"	81.42	60.82	83.51
	"Census Region 3: South"	"CENS-R3"	"May 13, 1982"	"1982/05/13"	80.65	63.52	84.01
	"Census Region 3: South"	"CENS-R3"	"May 14, 1982"	"1982/05/14"	82.30	64.68	86.67
	"Census Region 3: South"	"CENS-R3"	"May 15, 1982"	"1982/05/15"	81.59	64.36	86.07
	"Census Region 3: South"	"CENS-R3"	"May 16, 1982"	"1982/05/16"	82.05	65.35	85.51
	"Census Region 3: South"	"CENS-R3"	"May 17, 1982"	"1982/05/17"	81.71	64.17	84.87
	"Census Region 3: South"	"CENS-R3"	"May 18, 1982"	"1982/05/18"	80.56	65.59	84.15
	"Census Region 3: South"	"CENS-R3"	"May 19, 1982"	"1982/05/19"	80.16	66.74	85.08
	"Census Region 3: South"	"CENS-R3"	"May 20, 1982"	"1982/05/20"	80.10	66.35	88.86
	"Census Region 3: South"	"CENS-R3"	"May 21, 1982"	"1982/05/21"	82.10	65.51	90.03
	"Census Region 3: South"	"CENS-R3"	"May 22, 1982"	"1982/05/22"	81.55	67.39	86.90
	"Census Region 3: South"	"CENS-R3"	"May 23, 1982"	"1982/05/23"	79.68	67.71	86.73
	"Census Region 3: South"	"CENS-R3"	"May 24, 1982"	"1982/05/24"	79.73	66.94	87.67
	"Census Region 3: South"	"CENS-R3"	"May 25, 1982"	"1982/05/25"	78.95	67.42	85.62
